altLabel,title,subtitle,uri,source,status,redirects,disambiguates,matched_entity_type,row_type,modified
UPM,"Technical University of Madrid",,http://dbpedia.org/resource/Universidad_Politécnica_de_Madrid,,ok-disambiguates,,,,,2013/08/01
Technion,"Technion – Israel Institute of Technology",,http://dbpedia.org/resource/Technion,,ok,,,,,2013/08/01
"Technische Universität Darmstadt","Technische Universität Darmstadt",,http://dbpedia.org/resource/Technische_Universit%C3%A4t_Darmstadt,,ok,,,TRUE,,2013/08/01
"TU Darmstadt","Technische Universität Darmstadt",,http://dbpedia.org/resource/Technische_Universit%C3%A4t_Darmstadt,,ok,,,TRUE,,2013/08/01
"TU Ilmenau","Technische Universität Ilmenau",,http://dbpedia.org/resource/Technische_Universit%C3%A4t_Ilmenau,,ok,,,TRUE,,2013/08/01
"Technologia, Informacion y Finanzas","Technologia, Informacion y Finanzas",,,,ok,,,,,2013/08/01
Tecknowledge,Tecknowledge,,,,man,,,,,2013/08/01
Teknowledge,Tecknowledge,,,,ok,,,,,2013/08/01
Telcordia,"Telcordia Technologies",,http://dbpedia.org/resource/Telcordia_Technologies,,ok,,,,,2013/08/01
"Telecom Bretagne","Telecom Bretagne",,http://dbpedia.org/resource/%C3%89cole_nationale_sup%C3%A9rieure_des_t%C3%A9l%C3%A9communications_de_Bretagne,http://www.telecom-bretagne.eu/,man,,,TRUE,,2013/09/03
"Temple University","Temple University",,http://dbpedia.org/resource/Temple_University,,ok,,,,,2013/08/01
"Temple University","Temple University",,http://dbpedia.org/resource/Temple_University,,ok,,,,,2013/08/01
"Temple University","Temple University",,http://dbpedia.org/resource/Temple_University,,ok,,,,,2013/08/01
Tenforce,Tenforce,,,,man,,,TRUE,,2013/09/03
"Thammasat University","Thammasat University",,http://dbpedia.org/resource/Thammasat_University,,ok,,,TRUE,,2013/08/01
"Open University","The Open University",,http://dbpedia.org/resource/Open_University,,man,,,,,2013/08/01
"The Open University","The Open University",,http://dbpedia.org/resource/Open_University,,ok,,,,,2013/08/01
"Communications, The Open University","The Open University",,,,man,,,,,2013/09/03
"TNO, Netherlands","TNO, Netherlands",,,http://www.tno.nl/,ok,,,,,2013/08/01
"Tokyo Institute of Technology","Tokyo Institute of Technology",,http://dbpedia.org/resource/Tokyo_Institute_of_Technology,,ok,,,,,2013/08/01
TopQuadrant,"TopQuadrant Inc.",,,,ok,,,,,2013/08/01
"TopQuadrant Inc.","TopQuadrant Inc.",,,,ok,,,,,2013/08/01
Toshiba,Toshiba,,http://dbpedia.org/resource/Toshiba,,ok,,,,,2013/08/01
"Corporate Research and Development Center, Toshiba",Toshiba,,,,ok,,,,,2013/08/01
Toyota,Toyota,,http://dbpedia.org/resource/Toyota,,ok,,,,,2013/08/01
"Toyota Motor Corporation (Auditor)",Toyota,,http://dbpedia.org/resource/Toyota,,ok,,,,,2013/08/01
"Trient Consulting Group S.r.l.","Trient Consulting Group Srl",,,http://www.trientgroup.it/,man,,,,,2013/09/03
"Trinity College Dublin","Trinity College, Dublin",,"http://dbpedia.org/resource/Trinity_College,_Dublin",,ok,,,TRUE,,2013/09/03
"Department of Computer Science and Technology of Tsinghua University","Tsinghua University",,http://dbpedia.org/resource/Tsinghua_University,,ok,,,TRUE,,2013/09/04
"Department of Computer Science, Tsinghua University","Tsinghua University",,http://dbpedia.org/resource/Tsinghua_University,,ok,,,TRUE,,2013/09/04
"Tsinghua University","Tsinghua University",,http://dbpedia.org/resource/Tsinghua_University,,ok,,,TRUE,,2013/08/01
"U.S. Army Research Laboratory","United States Army Research Laboratory",,http://dbpedia.org/resource/United_States_Army_Research_Laboratory,,ok,,,TRUE,,2013/09/09
"United States Naval Academy","United States Naval Academy",,http://dbpedia.org/resource/United_States_Naval_Academy,,ok,,,,,2013/08/01
"Federal University of Espirito Santo","Universidade Federal do Espírito Santo",,,,ok,,,,,2013/08/01
"Universidade Nova de Lisboa","Universidade Nova de Lisboa",,http://dbpedia.org/resource/Universidade_Nova_de_Lisboa,,man,,,TRUE,,2013/09/03
"CENTRIA, Universidade Nova de Lisboa","Universidade Nova de Lisboa",,http://dbpedia.org/resource/Universidade_Nova_de_Lisboa,,man,,,,,2013/09/04
"UNL FCT","Universidade Nova de Lisboa",,,,man,,,TRUE,,2013/09/26
"Université de Montréal","Université de Montréal",,http://dbpedia.org/resource/Universit%C3%A9_de_Montr%C3%A9al,,ok,,,TRUE,,2013/09/03
"University of Namur","Université de Namur",,,,ok,,,,,2013/08/01
"Université Libre de Bruxelles","Université libre de Bruxelles",,http://dbpedia.org/resource/Universit%C3%A9_libre_de_Bruxelles,,ok,,,TRUE,,2013/09/03
"Université Paris-Est LIGM","Université Paris-Est, LIGM",,http://dbpedia.org/resource/Paris_12_Val_de_Marne_University,,man,,,,,2013/09/03
"SUNY - Buffalo","University at Buffalo",,"http://dbpedia.org/resource/University_at_Buffalo,_The_State_University_of_New_York",,ok,,,,,2013/08/01
"University of Aberdeen","University of Aberdeen",,http://dbpedia.org/resource/University_of_Aberdeen,,ok,,,,,2013/08/01
"University of Alberta","University of Alberta",,http://dbpedia.org/resource/University_of_Alberta,,ok,,,TRUE,,2013/08/01
"University Amsterdam","University of Amsterdam",,http://dbpedia.org/resource/University_of_Amsterdam,,ok,,,,,2013/08/01
"University of Amsterdam","University of Amsterdam",,http://dbpedia.org/resource/University_of_Amsterdam,,ok,,,,,2013/08/01
"University of Applied Science Northweastern Switzerland","University of Applied Science Northweastern Switzerland",,,,ok,,,,,2013/08/01
"University of Applied Sciences Western Switzerland","University of Applied Sciences and Arts Western Switzerland",,http://dbpedia.org/resource/University_of_Applied_Sciences_Western_Switzerland,http://www.hes-so.ch/,man,,,TRUE,,2013/09/03
"University of Applied Sciences and Arts Northwestern Switzerland","University of Applied Sciences and Arts Western Switzerland",,,http://www.fhnw.ch/,man,,,,,2013/09/03
"University of Applied Sciences Northwestern Switzerland","University of Applied Sciences and Arts Western Switzerland",,,,ok,,,,,2013/08/01
"University of Arizona","University of Arizona",,http://dbpedia.org/resource/University_of_Arizona,,ok,,,,,2013/08/01
UALR,"University of Arkansas at Little Rock",,http://dbpedia.org/resource/University_of_Arkansas_at_Little_Rock,,ok,,,TRUE,,2013/09/03
UAMS,"University of Arkansas for Medical Sciences",,http://dbpedia.org/resource/University_of_Arkansas_for_Medical_Sciences,,ok,,,TRUE,,2013/09/03
"The University of Auckland","University of Auckland",,http://dbpedia.org/resource/University_of_Auckland,,ok,,,TRUE,,2013/08/01
"University of Auckland","University of Auckland",,http://dbpedia.org/resource/University_of_Auckland,,ok,,,TRUE,,2013/09/09
"Centre for eResearch and SGGES, University of Auckland","University of Auckland",,,,man,,,,,2013/09/04
"Dipartimento di Informatica - University of Bari","University of Bari",,http://dbpedia.org/resource/University_of_Bari,,man,,,,,2013/09/09
"University of Bari","University of Bari",,http://dbpedia.org/resource/University_of_Bari,,ok,,,TRUE,,2013/08/01
"University of Bergen","University of Bergen",,http://dbpedia.org/resource/University_of_Bergen,,ok,,,,,2013/08/01
"University of Birmingham","University of Birmingham",,http://dbpedia.org/resource/University_of_Birmingham,,ok,,,TRUE,,2013/08/01
"University of Bologna","University of Bologna",,http://dbpedia.org/resource/University_of_Bologna,,ok,,,TRUE,,2013/09/03
"University of Bologna","University of Bologna",,http://dbpedia.org/resource/University_of_Bologna,,ok,,,TRUE,,2013/09/03
"DEIS, University of Bologna","University of Bologna",,http://dbpedia.org/resource/University_of_Bologna,,ok,,,,,2013/09/09
"Univ. of Bologna","University of Bologna",,http://dbpedia.org/resource/University_of_Bologna,,ok,,,,,2013/09/04
"Universitaet Bremen","University of Bremen",,http://dbpedia.org/resource/University_of_Bremen,,ok,,,TRUE,,2013/09/09
"Universität Bremen","University of Bremen",,http://dbpedia.org/resource/University_of_Bremen,,ok,,,TRUE,,2013/09/09
"University of Bremen","University of Bremen",,http://dbpedia.org/resource/University_of_Bremen,,ok,,,TRUE,,2013/09/03
"Universitat Bremen TZI","University of Bremen",,http://dbpedia.org/resource/University_of_Bremen,,ok,,,,,2013/08/01
"University of Bremen","University of Bremen",,http://dbpedia.org/resource/University_of_Bremen,,ok,,,,,2013/08/01
Universit`,"University of Brescia",,http://dbpedia.org/resource/University_of_Brescia,,ok,,,,,2013/08/01
"University of Brighton","University of Brighton",,http://dbpedia.org/resource/University_of_Brighton,,ok,,,TRUE,,2013/09/26
"Bristol University","University of Bristol",,http://dbpedia.org/resource/University_of_Bristol,,ok,,,,,2013/08/01
"University of Bristol","University of Bristol",,http://dbpedia.org/resource/University_of_Bristol,,ok,,,,,2013/08/01
"Universitá di Cagliari","University of Cagliari",,http://dbpedia.org/resource/University_of_Cagliari,,ok,,,,,2013/08/01
"University of Caggliari","University of Cagliari",,http://dbpedia.org/resource/University_of_Cagliari,,ok,,,,,2013/08/01
Berkeley,"University of California, Berkeley",,"http://dbpedia.org/resource/University_of_California,_Berkeley",,ok-disambiguates,,,,,2013/08/01
"University of California, Davis","University of California, Davis",,"http://dbpedia.org/resource/University_of_California,_Davis",,ok,,,TRUE,,2013/09/03
"University of California, Irvine","University of California, Irvine",,"http://dbpedia.org/resource/University_of_California,_Irvine",,ok,,,,,2013/08/01
"University of California, Los Angeles","University of California, Los Angeles",,"http://dbpedia.org/resource/University_of_California,_Los_Angeles",,ok,,,,,2013/08/01
"University of California, San Diego","University of California, San Diego",,"http://dbpedia.org/resource/University_of_California,_San_Diego",,ok,,,,,2013/08/01
"UC Santa Barbara","University of California, Santa Barbara",,"http://dbpedia.org/resource/University_of_California,_Santa_Barbara",,ok,,,TRUE,,2013/09/03
UCSB,"University of California, Santa Barbara",,"http://dbpedia.org/resource/University_of_California,_Santa_Barbara",,ok,,,TRUE,,2013/08/01
"University of California Santa Barbara","University of California, Santa Barbara",,"http://dbpedia.org/resource/University_of_California,_Santa_Barbara",,ok,,,TRUE,,2013/09/04
"University of California, Santa Barbara","University of California, Santa Barbara",,"http://dbpedia.org/resource/University_of_California,_Santa_Barbara",,ok,,,TRUE,,2013/08/01
"University of Cambridge","University of Cambridge",,http://dbpedia.org/resource/University_of_Cambridge,,ok,,,TRUE,,2013/08/01
"University of Central Florida","University of Central Florida",,http://dbpedia.org/resource/University_of_Central_Florida,,ok,,,,,2013/08/01
"Universidad de Chile","University of Chile",,http://dbpedia.org/resource/University_of_Chile,,ok,,,TRUE,,2013/09/03
"University of Colorado","University of Colorado",,http://dbpedia.org/resource/University_of_Colorado,,ok,,,,,2013/08/01
"University of Connecticut","University of Connecticut",,http://dbpedia.org/resource/University_of_Connecticut,,ok,,,,,2013/08/01
"University of Crete","University of Crete",,http://dbpedia.org/resource/University_of_Crete,,ok,,,,,2013/08/01
"University of Cyprus","University of Cyprus",,http://dbpedia.org/resource/University_of_Cyprus,,ok,,,,,2013/08/01
"University of Delaware","University of Delaware",,http://dbpedia.org/resource/University_of_Delaware,,ok,,,,,2013/08/01
"University of Dublin","University of Dublin",,http://dbpedia.org/resource/University_of_Dublin,,ok,,,,,2013/08/01
"University Essen","University of Duisburg-Essen",,http://dbpedia.org/resource/University_of_Duisburg-Essen,,ok,,,,,2013/08/01
"University of Economics","University of Economics",,"http://dbpedia.org/resource/University_of_Economics,_Prague",,ok,,,TRUE,,2013/08/01
"University of Economics, Prague","University of Economics, Prague",,"http://dbpedia.org/resource/University_of_Economics,_Prague",,ok,,,TRUE,,2013/09/03
"University of Edinburgh","University of Edinburgh",,http://dbpedia.org/resource/University_of_Edinburgh,,ok,,,TRUE,,2013/09/03
"University of Electro-Communications","University of Electro-Communications",,http://dbpedia.org/resource/University_of_Electro-Communications‎,,man,,,,,2013/09/04
"University of Freiburg","University of Freiburg",,http://dbpedia.org/resource/University_of_Freiburg,,ok,,,,,2013/08/01
"Univ. Freiburg","University of Freiburg",,http://dbpedia.org/resource/University_of_Freiburg,,ok,,,,,2013/08/01
"eXascale Infolab, University of Fribourg","University of Fribourg",,http://dbpedia.org/resource/University_of_Fribourg,,man,,,,,2013/09/04
"Universität Freiburg","University of Fribourg",,http://dbpedia.org/resource/University_of_Fribourg,,ok,,,TRUE,,2013/09/04
"Université de Fribourg","University of Fribourg",,http://dbpedia.org/resource/University_of_Fribourg,,ok,,,TRUE,,2013/09/09
"University of Fribourg","University of Fribourg",,http://dbpedia.org/resource/University_of_Fribourg,,ok,,,TRUE,,2013/08/01
"U. of Fribourg","University of Fribourg",,http://dbpedia.org/resource/University_of_Fribourg,,ok,,,,,2013/09/09
"University Georgia","University of Georgia",,http://dbpedia.org/resource/University_of_Georgia,,ok,,,,,2013/08/01
"University of Georgia","University of Georgia",,http://dbpedia.org/resource/University_of_Georgia,,ok,,,,,2013/08/01
"University of Georgia and Taalee Inc","University of Georgia",,http://dbpedia.org/resource/University_of_Georgia,,ok,,,,,2013/08/01
"Graz University of Technology","University of Graz",,http://dbpedia.org/resource/University_of_Graz,,ok,,,TRUE,,2013/08/01
"University of Grenoble","University of Grenoble",,http://dbpedia.org/resource/University_of_Grenoble,,man,,,TRUE,,2013/09/03
"University Hannover","University of Hanover",,http://dbpedia.org/resource/University_of_Hanover,,ok,,,,,2013/08/01
"University of Hannover","University of Hanover",,http://dbpedia.org/resource/University_of_Hanover,,ok,,,,,2013/08/01
"Expertise centre for Digital Media (EDM), Hasselt University - iMinds","University of Hasselt",,http://dbpedia.org/resource/University_of_Hasselt,,man,,,,,2013/09/04
"University of Helsinki","University of Helsinki",,http://dbpedia.org/resource/University_of_Helsinki,,ok,,,TRUE,,2013/09/04
"The University of Illinois at Chicago","University of Illinois at Chicago",,http://dbpedia.org/resource/University_of_Illinois_at_Chicago,,ok,,,,,2013/08/01
"University Illinois at Chicago","University of Illinois at Chicago",,http://dbpedia.org/resource/University_of_Illinois_at_Chicago,,ok,,,,,2013/08/01
"University of Illinois at Chicago","University of Illinois at Chicago",,http://dbpedia.org/resource/University_of_Illinois_at_Chicago,,ok,,,,,2013/08/01
"University of Illinois, Chicago","University of Illinois at Chicago",,http://dbpedia.org/resource/University_of_Illinois_at_Chicago,,ok,,,,,2013/08/01
UIUC,"University of Illinois at Urbana–Champaign",,http://dbpedia.org/resource/University_of_Illinois_at_Urbana%E2%80%93Champaign,,ok,,,,,2013/08/01
"University of Illinois at Urbana - Champaign","University of Illinois at Urbana–Champaign",,http://dbpedia.org/resource/University_of_Illinois_at_Urbana%E2%80%93Champaign,,ok,,,,,2013/08/01
"University of Illinois at Urbana-Champaign","University of Illinois at Urbana–Champaign",,http://dbpedia.org/resource/University_of_Illinois_at_Urbana%E2%80%93Champaign,,ok,,,,,2013/08/01
"University of Innsbruck","University of Innsbruck",,http://dbpedia.org/resource/University_of_Innsbruck,,ok,,,,,2013/08/01
"Univ. Innsbruck","University of Innsbruck",,http://dbpedia.org/resource/University_of_Innsbruck,,ok,,,,,2013/08/01
"University of Ioannina","University of Ioannina",,http://dbpedia.org/resource/University_of_Ioannina,,ok,,,,,2013/08/01
"University of Kassel","University of Kassel",,http://dbpedia.org/resource/University_of_Kassel,,ok,,,,,2013/08/01
"Knowledge & Data Engineering Group, University of Kassel","University of Kassel",,,,man,,,TRUE,,2013/09/04
"University of Kentucky","University of Kentucky",,http://dbpedia.org/resource/University_of_Kentucky,,ok,,,TRUE,,2013/09/03
"University of Koblenz and Landau","University of Koblenz and Landau",,http://dbpedia.org/resource/University_of_Koblenz_and_Landau,,ok,,,TRUE,,2013/09/03
"University of Koblenz-Landau","University of Koblenz and Landau",,http://dbpedia.org/resource/University_of_Koblenz_and_Landau,,ok,,,TRUE,,2013/08/01
University of Koblenz-Landau,"University of Koblenz and Landau",,http://dbpedia.org/resource/University_of_Koblenz_and_Landau,,ok,,,TRUE,,2013/09/03
"University of Koblenz","University of Koblenz and Landau",,http://dbpedia.org/resource/University_of_Koblenz_and_Landau,,ok,,,,,2013/08/01
University of L'Aquila,"University of L'Aquila",,http://dbpedia.org/resource/University_of_L'Aquila,,ok,,,TRUE,,2013/09/03
"Univeristy of Lausanne","University of Lausanne",,http://dbpedia.org/resource/University_of_Lausanne,,ok,,,,,2013/08/01
"Leeds University","University of Leeds",,http://dbpedia.org/resource/University_of_Leeds,,ok,,,,,2013/08/01
"University of Lisbon","University of Lisbon",,http://dbpedia.org/resource/University_of_Lisbon,,ok,,,TRUE,,2013/09/09
"University of Liverpool","University of Liverpool",,http://dbpedia.org/resource/University_of_Liverpool,,ok,,,,,2013/08/01
"Univ. Liverpool","University of Liverpool",,http://dbpedia.org/resource/University_of_Liverpool,,ok,,,,,2013/08/01
"Universitat de Lleida","University of Lleida",,,,ok,,,TRUE,,2013/09/03
"University of London","University of London",,http://dbpedia.org/resource/University_of_London,,ok,,,TRUE,,2013/09/09
"University of Louvain","University of Louvain",,,,ok,,,,,2013/08/01
"University of Lyon","University of Lyon",,http://dbpedia.org/resource/University_of_Lyon,,ok,,,,,2013/08/01
"Univ. Lyon","University of Lyon",,http://dbpedia.org/resource/University_of_Lyon,,ok,,,,,2013/08/01
"University of Madeira","University of Madeira",,http://dbpedia.org/resource/University_of_Madeira,,ok,,,,,2013/08/01
"University of Maine","University of Maine",,http://dbpedia.org/resource/University_of_Maine,,ok,,,,,2013/08/01
"University of M anchester","University of Manchester",,http://dbpedia.org/resource/University_of_Manchester,,man,,,,,2013/08/01
"The University of Manchester","University of Manchester",,http://dbpedia.org/resource/University_of_Manchester,,ok,,,TRUE,,2013/08/01
"Manchester University","University of Manchester",,http://dbpedia.org/resource/University_of_Manchester,,ok,,,,,2013/08/01
"University of Manchester","University of Manchester",,http://dbpedia.org/resource/University_of_Manchester,,ok,,,,,2013/08/01
"University of Mannheim","University of Mannheim",,http://dbpedia.org/resource/University_of_Mannheim,,ok,,,TRUE,,2013/08/01
"University of mannheim","University of Mannheim",,http://dbpedia.org/resource/University_of_Mannheim,,ok,,,TRUE,,2013/09/09
"University of Maryland,Baltimore County","University of Maryland, Baltimore County",,"http://dbpedia.org/resource/University_of_Maryland,_Baltimore_County",,ok,,,TRUE,,2013/08/01
UMBC,"University of Maryland, Baltimore County",,"http://dbpedia.org/resource/University_of_Maryland,_Baltimore_County",,ok,,,,,2013/08/01
"University Maryland Baltimore County","University of Maryland, Baltimore County",,"http://dbpedia.org/resource/University_of_Maryland,_Baltimore_County",,ok,,,,,2013/08/01
"University of Maryland Baltimore County","University of Maryland, Baltimore County",,"http://dbpedia.org/resource/University_of_Maryland,_Baltimore_County",,ok,,,,,2013/08/01
"University of Maryland-Baltimore County","University of Maryland, Baltimore County",,"http://dbpedia.org/resource/University_of_Maryland,_Baltimore_County",,ok,,,,,2013/08/01
"University of Maryland, Baltimore County","University of Maryland, Baltimore County",,"http://dbpedia.org/resource/University_of_Maryland,_Baltimore_County",,ok,,,,,2013/08/01
"University of Maryland, College Park","University of Maryland, College Park",,"http://dbpedia.org/resource/University_of_Maryland,_College_Park",,ok,,,TRUE,,2013/09/09
"University Maryland","University of Maryland, College Park",,"http://dbpedia.org/resource/University_of_Maryland,_College_Park",,ok,,,,,2013/08/01
"University of Maryland","University of Maryland, College Park",,"http://dbpedia.org/resource/University_of_Maryland,_College_Park",,ok,,,,,2013/08/01
"University of Maryland College Park","University of Maryland, College Park",,"http://dbpedia.org/resource/University_of_Maryland,_College_Park",,ok,,,,,2013/08/01
"Università degli Studi di Milano","University of Milan",,http://dbpedia.org/resource/University_of_Milan,,ok,,,TRUE,,2013/09/09
"University of Milano-Bicocca","University of Milan Bicocca",,,,ok,,,,,2013/08/01
"University of Minnesota","University of Minnesota",,http://dbpedia.org/resource/University_of_Minnesota,,ok,,,,,2013/08/01
"University of Modena and Reggio Emilia","University of Modena and Reggio Emilia",,http://dbpedia.org/resource/University_of_Modena_and_Reggio_Emilia,,ok,,,TRUE,,2013/09/03
"University of Modena","University of Modena and Reggio Emilia",,http://dbpedia.org/resource/University_of_Modena_and_Reggio_Emilia,,ok,,,,,2013/08/01
"LIRMM, University of Montpellier","University of Montpellier",,http://dbpedia.org/resource/University_of_Montpellier,,ok,,,,,2013/08/01
"Institute for Informatics, University of Munich","University of Munich",,http://dbpedia.org/resource/Ludwig_Maximilian_University_of_Munich,,ok,,,,,2013/08/01
"Ludwig Maximilian University of Munich","University of Munich",,http://dbpedia.org/resource/Ludwig_Maximilian_University_of_Munich,,ok,,,,,2013/08/01
"University of Münster","University of Münster",,http://dbpedia.org/resource/University_of_M%C3%BCnster,,ok,,,TRUE,,2013/08/01
"University of Muenster","University of Münster",,http://dbpedia.org/resource/University_of_M%C3%BCnster,,ok,,,,,2013/08/01
"IRIN, Université de Nantes","University of Nantes",,http://dbpedia.org/resource/University_of_Nantes‎,,man,,,,,2013/09/05
"University of Naples ""Federico II""","University of Naples Federico II",,http://dbpedia.org/resource/University_of_Naples_Federico_II,,ok,,,TRUE,,2013/09/09
"University of New England","University of New England (Australia)",,http://dbpedia.org/resource/University_of_New_England_(Australia),,ok,,,TRUE,,2013/09/04
"The University of New South Wales","University of New South Wales",,http://dbpedia.org/resource/University_of_New_South_Wales,,ok,,,TRUE,,2013/08/01
"University of New South Wales","University of New South Wales",,http://dbpedia.org/resource/University_of_New_South_Wales,,ok,,,TRUE,,2013/09/03
UNSW,"University of New South Wales",,http://dbpedia.org/resource/University_of_New_South_Wales,,ok,,,TRUE,,2013/09/04
"University New South Wales","University of New South Wales",,http://dbpedia.org/resource/University_of_New_South_Wales,,ok,,,,,2013/08/01
"University of North Carolina","University of North Carolina",,http://dbpedia.org/resource/University_of_North_Carolina,,ok,,,,,2013/08/01
"University of Orsay","University of Orsay",,,,ok,,,,,2013/08/01
"University of Orsay – LRI","University of Orsay",,,,ok,,,,,2013/08/01
"Univ. Orsay","University of Orsay",,,,ok,,,,,2013/08/01
"Univ. Orsay - LRI","University of Orsay",,,,ok,,,,,2013/08/01
"Professor at the University of Oslo","University of Oslo",,http://dbpedia.org/resource/University_of_Oslo,,ok,,,TRUE,,2013/09/04
"University of Oslo","University of Oslo",,http://dbpedia.org/resource/University_of_Oslo,,ok,,,TRUE,,2013/09/04
"University of Otago","University of Otago",,http://dbpedia.org/resource/University_of_Otago,,ok,,,,,2013/08/01
"University of Oviedo","University of Oviedo",,http://dbpedia.org/resource/University_of_Oviedo,,ok,,,TRUE,,2013/08/01
"Oxford University","University of Oxford",,http://dbpedia.org/resource/University_of_Oxford,,ok,,,TRUE,,2013/09/04
"University of Oxford","University of Oxford",,http://dbpedia.org/resource/University_of_Oxford,,ok,,,TRUE,,2013/08/01
"University of Passau","University of Passau",,http://dbpedia.org/resource/University_of_Passau,,ok,,,,,2013/08/01
"University of Peloponnese","University of Peloponnese",,http://dbpedia.org/resource/University_of_Peloponnese,,ok,,,TRUE,,2013/09/03
"University of Pennsylvania","University of Pennsylvania",,http://dbpedia.org/resource/University_of_Pennsylvania,,ok,,,,,2013/08/01
"University of Pittstburgh","University of Pittsburgh",,http://dbpedia.org/resource/University_of_Pittsburgh,,man,,,,,2013/09/03
"University of Potsdam","University of Potsdam",,http://dbpedia.org/resource/University_of_Potsdam,,ok,,,TRUE,,2013/08/01
"School of ITEE, The University of Queensland","University of Queensland",,http://dbpedia.org/resource/University_of_Queensland,,ok,,,TRUE,,2013/08/01
"The University of Queensland","University of Queensland",,http://dbpedia.org/resource/University_of_Queensland,,ok,,,TRUE,,2013/08/01
"University of Queensland","University of Queensland",,http://dbpedia.org/resource/University_of_Queensland,,ok,,,,,2013/08/01
"University Queensland","University of Queensland",,http://dbpedia.org/resource/University_of_Queensland,,ok,,,,,2013/08/01
"University of Regina","University of Regina",,http://dbpedia.org/resource/University_of_Regina,,ok,,,,,2013/08/01
"University of Rennes","University of Rennes",,http://dbpedia.org/resource/University_of_Rennes,,ok,,,,,2013/08/01
"University Salerne","University of Salerno",,http://dbpedia.org/resource/University_of_Salerno,,man,,,,,2013/08/01
"Department of Computer Science, Unversity of Sheffield","University of Sheffield",,http://dbpedia.org/resource/University_of_Sheffield,,man,,,,,2013/09/09
"University of Sheffield","University of Sheffield",,http://dbpedia.org/resource/University_of_Sheffield,,ok,,,,,2013/08/01
"Univ. Sheffield","University of Sheffield",,http://dbpedia.org/resource/University_of_Sheffield,,ok,,,,,2013/08/01
"Southampton University","University of Southampton",,http://dbpedia.org/resource/University_of_Southampton,,ok,,,,,2013/08/01
"University of Southampton","University of Southampton",,http://dbpedia.org/resource/University_of_Southampton,,ok,,,,,2013/08/01
"University of South Carolina","University of South Carolina",,http://dbpedia.org/resource/University_of_South_Carolina,,ok,,,,,2013/08/01
"University of Southern California","University of Southern California",,http://dbpedia.org/resource/University_of_Southern_California,,ok,,,,,2013/08/01
"University Southern California","University of Southern California",,http://dbpedia.org/resource/University_of_Southern_California,,ok,,,,,2013/08/01
"University of Surrey","University of Surrey",,http://dbpedia.org/resource/University_of_Surrey,,ok,,,TRUE,,2013/08/01
"University of Technology Sydney","University of Technology, Sydney",,"http://dbpedia.org/resource/University_of_Technology,_Sydney",,ok,,,TRUE,,2013/09/04
UTS,"University of Technology, Sydney",,"http://dbpedia.org/resource/University_of_Technology,_Sydney",,ok,,,TRUE,,2013/08/01
"Department of Computer Sciences, Institute for Cell and Molecular Biology, The University of Texas at Austin","University of Texas at Austin",,http://dbpedia.org/resource/University_of_Texas_at_Austin,,man,,,,,2013/09/09
"Department of Computer Sciences, The University of Texas at Austin","University of Texas at Austin",,http://dbpedia.org/resource/University_of_Texas_at_Austin,,ok,,,TRUE,,2013/08/01
"The University of Texas at Austin","University of Texas at Austin",,http://dbpedia.org/resource/University_of_Texas_at_Austin,,ok,,,TRUE,,2013/08/01
"University of Texas at Austin","University of Texas at Austin",,http://dbpedia.org/resource/University_of_Texas_at_Austin,,ok,,,TRUE,,2013/08/01
"University of Texas at Dallas","University of Texas at Dallas",,http://dbpedia.org/resource/University_of_Texas_at_Dallas,,ok,,,TRUE,,2013/09/03
"University of Texas at El Paso","University of Texas at El Paso",,http://dbpedia.org/resource/University_of_Texas_at_El_Paso,,ok,,,TRUE,,2013/09/03
"Basque Country University","University of the Basque Country",,http://dbpedia.org/resource/University_of_the_Basque_Country,,ok,,,TRUE,,2013/09/03
"University of Tokyo","University of Tokyo",,http://dbpedia.org/resource/University_of_Tokyo,,ok,,,,,2013/08/01
"University of Toronto","University of Toronto",,http://dbpedia.org/resource/University_of_Toronto,,ok,,,,,2013/08/01
"IRIT, Univ. Toulouse le Mirail","University of Toulouse II – Le Mirail",,http://dbpedia.org/resource/University_of_Toulouse_II_–_Le_Mirail,,man,,,,,2013/09/04
"DISI, University of Trento","University of Trento",,http://dbpedia.org/resource/University_of_Trento,,ok,,,,,2013/08/01
"University of Trento","University of Trento",,http://dbpedia.org/resource/University_of_Trento,,ok,,,,,2013/08/01
"Univ. Trento","University of Trento",,http://dbpedia.org/resource/University_of_Trento,,ok,,,,,2013/08/01
"Tsukuba University","University of Tsukuba",,http://dbpedia.org/resource/University_of_Tsukuba,,ok,,,,,2013/08/01
"Department of Computer Science, University of Turin","University of Turin",,http://dbpedia.org/resource/University_of_Turin,,ok,,,TRUE,,2013/09/09
"University of Turin","University of Turin",,http://dbpedia.org/resource/University_of_Turin,,ok,,,TRUE,,2013/09/03
"University of Udine","University of Udine",,http://dbpedia.org/resource/University_of_Udine,,ok,,,,,2013/08/01
"The University of Ulm","University of Ulm",,http://dbpedia.org/resource/University_of_Ulm,,ok,,,TRUE,,2013/09/04
"Universität Ulm","University of Ulm",,http://dbpedia.org/resource/University_of_Ulm,,ok,,,TRUE,,2013/08/01
"University of Ulm","University of Ulm",,http://dbpedia.org/resource/University_of_Ulm,,ok,,,TRUE,,2013/08/01
"University of Utah","University of Utah",,http://dbpedia.org/resource/University_of_Utah,,ok,,,TRUE,,2013/09/05
"University of Victoria","University of Victoria",,http://dbpedia.org/resource/University_of_Victoria,,ok,,,TRUE,,2013/09/03
